customer_id,tenure_months,monthly_charge,support_tickets_90d,contract_type,autopay,usage_drop_pct,late_payments_12m,churn
CUST-10446,54,78.32,2,Two year,Yes,23.6,1,Yes
CUST-10447,54,104.4,3,Two year,No,0.0,0,No
CUST-10448,14,86.39,0,Month-to-month,No,6.2,1,Yes
CUST-10449,67,141.77,2,One year,No,13.7,1,No
CUST-10450,27,107.58,0,Month-to-month,Yes,16.4,2,No
CUST-10451,20,138.93,0,Two year,Yes,13.8,0,No
CUST-10452,30,79.81,2,Month-to-month,Yes,13.2,1,No
CUST-10453,47,121.19,0,One year,No,14.5,0,No
CUST-10454,6,26.16,2,One year,No,32.6,2,No
CUST-10455,12,69.71,0,One year,Yes,27.2,1,No
CUST-10456,50,107.79,0,Month-to-month,Yes,17.3,1,No
CUST-10457,21,37.45,3,Two year,No,22.8,0,No
CUST-10458,49,118.5,0,Two year,Yes,0.0,0,No
CUST-10459,57,30.52,1,One year,No,47.1,0,No
CUST-10460,29,142.35,0,Two year,Yes,2.3,0,No
CUST-10461,50,42.84,2,Two year,Yes,52.2,0,No
CUST-10462,61,127.22,1,One year,No,10.4,0,Yes
CUST-10463,29,91.06,5,One year,No,17.7,0,No
CUST-10464,58,35.56,0,One year,Yes,15.1,1,No
CUST-10465,1,124.11,2,Two year,No,30.9,0,No
CUST-10466,59,139.04,1,Month-to-month,No,19.0,0,No
CUST-10467,47,110.91,3,Month-to-month,Yes,15.7,0,Yes
CUST-10468,38,90.72,1,Month-to-month,No,20.4,1,No
CUST-10469,14,55.51,3,Month-to-month,Yes,37.7,2,Yes
CUST-10470,25,111.01,2,Two year,Yes,25.4,0,No
CUST-10471,65,41.16,0,One year,Yes,10.0,0,No
CUST-10472,62,135.92,2,Two year,Yes,0.0,0,No
CUST-10473,42,85.49,0,One year,No,50.3,0,No
CUST-10474,36,72.74,0,Month-to-month,Yes,26.1,0,No
CUST-10475,39,126.17,2,Two year,No,6.1,0,No
CUST-10476,26,50.17,1,Two year,Yes,0.0,2,No
CUST-10477,65,90.1,1,Two year,No,8.3,0,No
CUST-10478,54,105.91,2,One year,Yes,2.8,0,No
CUST-10479,8,48.99,1,Month-to-month,No,11.3,0,Yes
CUST-10480,38,49.48,0,One year,Yes,11.1,0,No
CUST-10481,29,114.09,0,Two year,No,17.2,2,No
CUST-10482,37,108.15,2,One year,No,19.6,1,No
CUST-10483,26,99.47,1,One year,Yes,36.2,0,No
CUST-10484,70,113.61,2,Month-to-month,No,39.3,0,Yes
CUST-10485,23,113.21,2,Month-to-month,No,27.5,1,Yes
CUST-10486,21,95.08,1,Two year,Yes,29.3,3,No
CUST-10487,39,83.87,2,Two year,No,37.5,1,No
CUST-10488,24,87.47,1,Two year,No,5.8,1,No
CUST-10489,43,64.73,2,One year,Yes,36.1,0,No
CUST-10490,72,123.84,1,Two year,No,14.7,0,No
CUST-10491,32,140.07,2,Two year,No,0.0,2,Yes
CUST-10492,33,89.83,0,One year,No,49.5,0,No
CUST-10493,42,86.67,1,Month-to-month,Yes,42.1,0,No
CUST-10494,9,50.29,0,Two year,No,6.9,1,No
CUST-10495,56,102.59,0,Month-to-month,Yes,40.1,1,Yes
CUST-10496,10,31.51,2,Two year,Yes,0.0,1,No
CUST-10497,52,76.96,0,Month-to-month,No,5.8,0,No
CUST-10498,9,115.72,0,Month-to-month,No,2.3,1,No
CUST-10499,39,97.79,1,One year,No,0.0,2,Yes
